Node Number = 390
1500.000000 98726.896000 580.000000
4500.000000 98726.896000 580.000000
7500.000000 98726.896000 580.000000
10500.000000 98726.896000 580.000000
13500.000000 98726.896000 580.000000
16500.000000 98726.896000 580.000000
19500.000000 98726.896000 580.000000
22500.000000 98726.896000 580.000000
25500.000000 98726.896000 580.000000
28500.000000 98726.896000 580.000000
3000.000000 96128.819800 580.000000
0.000000 96128.819800 580.000000
6000.000000 96128.819800 580.000000
9000.000000 96128.819800 580.000000
12000.000000 96128.819800 580.000000
15000.000000 96128.819800 580.000000
18000.000000 96128.819800 580.000000
21000.000000 96128.819800 580.000000
24000.000000 96128.819800 580.000000
27000.000000 96128.819800 580.000000
28500.000000 93530.743600 580.000000
1500.000000 93530.743600 580.000000
4500.000000 93530.743600 580.000000
0.000000 90932.667400 580.000000
7500.000000 93530.743600 580.000000
10500.000000 93530.743600 580.000000
13500.000000 93530.743600 580.000000
16500.000000 93530.743600 580.000000
19500.000000 93530.743600 580.000000
22500.000000 93530.743600 580.000000
25500.000000 93530.743600 580.000000
27000.000000 90932.667400 580.000000
28500.000000 88334.591200 580.000000
3000.000000 90932.667400 580.000000
6000.000000 90932.667400 580.000000
1500.000000 88334.591200 580.000000
0.000000 85736.515000 580.000000
9000.000000 90932.667400 580.000000
12000.000000 90932.667400 580.000000
15000.000000 90932.667400 580.000000
18000.000000 90932.667400 580.000000
21000.000000 90932.667400 580.000000
24000.000000 90932.667400 580.000000
25500.000000 88334.591200 580.000000
27000.000000 85736.515000 580.000000
28500.000000 83138.438800 580.000000
4500.000000 88334.591200 580.000000
7500.000000 88334.591200 580.000000
3000.000000 85736.515000 580.000000
1500.000000 83138.438800 580.000000
0.000000 80540.362600 580.000000
10500.000000 88334.591200 580.000000
13500.000000 88334.591200 580.000000
16500.000000 88334.591200 580.000000
19500.000000 88334.591200 580.000000
22500.000000 88334.591200 580.000000
24000.000000 85736.515000 580.000000
25500.000000 83138.438800 580.000000
27000.000000 80540.362600 580.000000
28500.000000 77942.286300 580.000000
6000.000000 85736.515000 580.000000
9000.000000 85736.515000 580.000000
4500.000000 83138.438800 580.000000
3000.000000 80540.362600 580.000000
1500.000000 77942.286300 580.000000
0.000000 75344.210100 580.000000
12000.000000 85736.515000 580.000000
15000.000000 85736.515000 580.000000
18000.000000 85736.515000 580.000000
21000.000000 85736.515000 580.000000
22500.000000 83138.438800 580.000000
24000.000000 80540.362600 580.000000
25500.000000 77942.286300 580.000000
27000.000000 75344.210100 580.000000
28500.000000 72746.133900 580.000000
7500.000000 83138.438800 580.000000
10500.000000 83138.438800 580.000000
6000.000000 80540.362600 580.000000
4500.000000 77942.286300 580.000000
3000.000000 75344.210100 580.000000
1500.000000 72746.133900 580.000000
0.000000 70148.057700 580.000000
13500.000000 83138.438800 580.000000
16500.000000 83138.438800 580.000000
19500.000000 83138.438800 580.000000
21000.000000 80540.362600 580.000000
22500.000000 77942.286300 580.000000
24000.000000 75344.210100 580.000000
25500.000000 72746.133900 580.000000
27000.000000 70148.057700 580.000000
28500.000000 67549.981500 580.000000
9000.000000 80540.362600 580.000000
12000.000000 80540.362600 580.000000
7500.000000 77942.286300 580.000000
6000.000000 75344.210100 580.000000
4500.000000 72746.133900 580.000000
3000.000000 70148.057700 580.000000
1500.000000 67549.981500 580.000000
0.000000 64951.905300 580.000000
15000.000000 80540.362600 580.000000
18000.000000 80540.362600 580.000000
19500.000000 77942.286300 580.000000
21000.000000 75344.210100 580.000000
22500.000000 72746.133900 580.000000
24000.000000 70148.057700 580.000000
25500.000000 67549.981500 580.000000
27000.000000 64951.905300 580.000000
28500.000000 62353.829100 580.000000
10500.000000 77942.286300 580.000000
13500.000000 77942.286300 580.000000
9000.000000 75344.210100 580.000000
7500.000000 72746.133900 580.000000
6000.000000 70148.057700 580.000000
4500.000000 67549.981500 580.000000
3000.000000 64951.905300 580.000000
1500.000000 62353.829100 580.000000
0.000000 59755.752900 580.000000
16500.000000 77942.286300 580.000000
18000.000000 75344.210100 580.000000
19500.000000 72746.133900 580.000000
21000.000000 70148.057700 580.000000
22500.000000 67549.981500 580.000000
24000.000000 64951.905300 580.000000
25500.000000 62353.829100 580.000000
27000.000000 59755.752900 580.000000
28500.000000 57157.676600 580.000000
12000.000000 75344.210100 580.000000
15000.000000 75344.210100 580.000000
10500.000000 72746.133900 580.000000
9000.000000 70148.057700 580.000000
7500.000000 67549.981500 580.000000
6000.000000 64951.905300 580.000000
4500.000000 62353.829100 580.000000
3000.000000 59755.752900 580.000000
1500.000000 57157.676600 580.000000
0.000000 54559.600400 580.000000
16500.000000 72746.133900 580.000000
18000.000000 70148.057700 580.000000
19500.000000 67549.981500 580.000000
21000.000000 64951.905300 580.000000
22500.000000 62353.829100 580.000000
24000.000000 59755.752900 580.000000
25500.000000 57157.676600 580.000000
27000.000000 54559.600400 580.000000
28500.000000 51961.524200 580.000000
13500.000000 72746.133900 580.000000
12000.000000 70148.057700 580.000000
10500.000000 67549.981500 580.000000
9000.000000 64951.905300 580.000000
7500.000000 62353.829100 580.000000
6000.000000 59755.752900 580.000000
4500.000000 57157.676600 580.000000
